level,notation,prefLabel@de,scopeNote@de
"2","MJ 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MJ 35","Zeitschriften",""
"2","MJ 40","Gesamtdarstellungen",""
"2","MJ 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MJ 80","Textkritik. Interpretationssammlungen",""
"2","MJ 90","Quellentexte. Sprachdenkmäler",""
"2","MJ 100","Sprachgeschichte",""
"2","MJ 150","Sprachverbreitung. Sprachkontakte",""
"2","MJ 200","Grammatik",""
"2","MJ 250","Sprachsoziologie",""
"2","MJ 300","Dialekte",""
"2","MJ 350","Psycholinguistik",""
"2","MJ 400-","Angewandte Sprachwissenschaft",""
"3","MJ 400","Allgemeines",""
"3","MJ 410","Rhetorik",""
"3","MJ 420","Stilistik",""
"3","MJ 430","Übersetzung",""
"3","MJ 440","Didaktik",""
"3","MJ 445","Sprachlehrbücher",""
"2","MJ 600-","Literaturgeschichte",""
"3","MJ 600","Allgemeines",""
"3","MJ 630","Geschichte der regionalen Literaturen",""
"3","MJ 650","Beziehungen zu anderen Literaturen",""
"3","MJ 700","Einzelne Richtungen, Stile, Schulen",""
"3","MJ 730","Ethnische MJnderheiten in den Literaturen",""
"3","MJ 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MJ 750","Einzelne Themen, Stoffe, Motive",""
"3","MJ 800-","Einzelne Gattungen",""
"4","MJ 800","Allgemeines. Gattungsübergreifendes",""
"4","MJ 820","Lyrik",""
"4","MJ 840","Dramatik",""
"4","MJ 860","Epik",""
"4","MJ 890","Sonstige Gattungen und Formen",""
"2","MJ 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MJ 950-","Anthologien. Textsammlungen",""
"3","MJ 950","Allgemeine Sammlungen",""
"3","MJ 960","Sammlungen nach einzelnen Regionen",""
"3","MJ 970","Thematische Sammlungen",""
"3","MJ 980-","Sammlungen nach Gattungen und Formen",""
"4","MJ 980","Lyrik",""
"4","MJ 985","Dramatik",""
"4","MJ 990","Epik",""
"4","MJ 995","Sonstige",""
"1","MK","Niederländische und flämische Sprachen und Literaturen",""
"2","MK 10","Handbücher",""
"2","MK 20","Spezielle Bibliographien",""
"2","MK 25","Forschungsdokumentationen",""
"2","MK 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MK 35","Zeitschriften",""
"2","MK 40","Gesamtdarstellungen",""
"2","MK 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MK 80","Textkritik. Interpretationssammlungen",""
"2","MK 90","Quellentexte. Sprachdenkmäler",""
"2","MK 100","Sprachgeschichte",""
"2","MK 150","Sprachverbreitung. Sprachkontakte",""
"2","MK 200","Grammatik",""
"2","MK 250","Sprachsoziologie",""
"2","MK 300","Dialekte",""
"2","MK 350","Psycholinguistik",""
"2","MK 400-","Angewandte Sprachwissenschaft",""
"3","MK 400","Allgemeines",""
"3","MK 410","Rhetorik",""
"3","MK 420","Stilistik",""
"3","MK 430","Übersetzung",""
"3","MK 440","Didaktik",""
"3","MK 445","Sprachlehrbücher",""
"2","MK 600-","Literaturgeschichte",""
"3","MK 600","Allgemeines",""
"3","MK 630","Geschichte der regionalen Literaturen",""
"3","MK 650","Beziehungen zu anderen Literaturen",""
"3","MK 700","Einzelne Richtungen, Stile, Schulen",""
"3","MK 730","Ethnische MKnderheiten in den Literaturen",""
"3","MK 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MK 750","Einzelne Themen, Stoffe, Motive",""
"3","MK 800-","Einzelne Gattungen",""
"4","MK 800","Allgemeines. Gattungsübergreifendes",""
"4","MK 820","Lyrik",""
"4","MK 840","Dramatik",""
"4","MK 860","Epik",""
"4","MK 890","Sonstige Gattungen und Formen",""
"2","MK 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MK 950-","Anthologien. Textsammlungen",""
"3","MK 950","Allgemeine Sammlungen",""
"3","MK 960","Sammlungen nach einzelnen Regionen",""
"3","MK 970","Thematische Sammlungen",""
"3","MK 980-","Sammlungen nach Gattungen und Formen",""
"4","MK 980","Lyrik",""
"4","MK 985","Dramatik",""
"4","MK 990","Epik",""
"4","MK 995","Sonstige",""
"1","ML","Baskische Sprachen und Literaturen",""
"2","ML 10","Handbücher",""
"2","ML 20","Spezielle Bibliographien",""
"2","ML 25","Forschungsdokumentationen",""
"2","ML 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","ML 35","Zeitschriften",""
"2","ML 40","Gesamtdarstellungen",""
"2","ML 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","ML 80","Textkritik. Interpretationssammlungen",""
"2","ML 90","Quellentexte. Sprachdenkmäler",""
"2","ML 100","Sprachgeschichte",""
"2","ML 150","Sprachverbreitung. Sprachkontakte",""
"2","ML 200","Grammatik",""
"2","ML 250","Sprachsoziologie",""
"2","ML 300","Dialekte",""
"2","ML 350","Psycholinguistik",""
"2","ML 400-","Angewandte Sprachwissenschaft",""
"3","ML 400","Allgemeines",""
"3","ML 410","Rhetorik",""
"3","ML 420","Stilistik",""
"3","ML 430","Übersetzung",""
"3","ML 440","Didaktik",""
"3","ML 445","Sprachlehrbücher",""
"2","ML 600-","Literaturgeschichte",""
"3","ML 600","Allgemeines",""
"3","ML 630","Geschichte der regionalen Literaturen",""
"3","ML 650","Beziehungen zu anderen Literaturen",""
"3","ML 700","Einzelne Richtungen, Stile, Schulen",""
"3","ML 730","Ethnische MLnderheiten in den Literaturen",""
"3","ML 740","Schreibende Frauen und Frauen in der Literatur",""
"3","ML 750","Einzelne Themen, Stoffe, Motive",""
"3","ML 800","Einzelne Gattungen",""
"3","ML 800","Allgemeines. Gattungsübergreifendes",""
"3","ML 820","Lyrik",""
"3","ML 840","Dramatik",""
"3","ML 860","Epik",""
"3","ML 890","Sonstige Gattungen und Formen",""
"2","ML 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","ML 950-","Anthologien. Textsammlungen",""
"3","ML 950","Allgemeine Sammlungen",""
"3","ML 960","Sammlungen nach einzelnen Regionen",""
"3","ML 970","Thematische Sammlungen",""
"3","ML 980-","Sammlungen nach Gattungen und Formen",""
"4","ML 980","Lyrik",""
"4","ML 985","Dramatik",""
"4","ML 990","Epik",""
"4","ML 995","Sonstige",""
"1","MM","Sprache und Literatur der Sinti und Roma",""
"2","MM 10","Handbücher",""
"2","MM 20","Spezielle Bibliographien",""
"2","MM 25","Forschungsdokumentationen",""
"2","MM 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MM 35","Zeitschriften",""
"2","MM 40","Gesamtdarstellungen",""
"2","MM 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MM 80","Textkritik. InterpretationssamMMungen",""
"2","MM 90","Quellentexte. Sprachdenkmäler",""
"2","MM 100","Sprachgeschichte",""
"2","MM 150","Sprachverbreitung. Sprachkontakte",""
"2","MM 200","Grammatik",""
"2","MM 250","Sprachsoziologie",""
"2","MM 300","Dialekte",""
"2","MM 350","Psycholinguistik",""
"2","MM 400-","Angewandte Sprachwissenschaft",""
"3","MM 400","Allgemeines",""
"3","MM 410","Rhetorik",""
"3","MM 420","Stilistik",""
"3","MM 430","Übersetzung",""
"3","MM 440","Didaktik",""
"3","MM 445","Sprachlehrbücher",""
"2","MM 600-","Literaturgeschichte",""
"3","MM 600","Allgemeines",""
"3","MM 630","Geschichte der regionalen Literaturen",""
"3","MM 650","Beziehungen zu anderen Literaturen",""
"3","MM 700","Einzelne Richtungen, Stile, Schulen",""
"3","MM 730","Ethnische MMnderheiten in den Literaturen",""
"3","MM 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MM 750","Einzelne Themen, Stoffe, Motive",""
"3","MM 800-","Einzelne Gattungen",""
"4","MM 800","Allgemeines. Gattungsübergreifendes",""
"4","MM 820","Lyrik",""
"4","MM 840","Dramatik",""
"4","MM 860","Epik",""
"4","MM 890","Sonstige Gattungen und Formen",""
"2","MM 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MM 950-","Anthologien. Textsammlungen",""
"3","MM 950","Allgemeine Sammlungen",""
"3","MM 960","Sammlungen nach einzelnen Regionen",""
"3","MM 970","Thematische Sammlungen",""
"3","MM 980","Sammlungen nach Gattungen und Formen",""
"3","MM 980","Lyrik",""
"3","MM 985","Dramatik",""
"3","MM 990","Epik",""
"3","MM 995","Sonstige",""
"1","MO","Iranische Sprachen und Literaturen",""
"2","MO 10","Handbücher",""
"2","MO 20","Spezielle Bibliographien",""
"2","MO 25","Forschungsdokumentationen",""
"2","MO 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MO 35","Zeitschriften",""
"2","MO 40","Gesamtdarstellungen",""
"2","MO 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MO 80","Textkritik. Interpretationssammlungen",""
"2","MO 90","Quellentexte. Sprachdenkmäler",""
"2","MO 100","Sprachgeschichte",""
"2","MO 150","Sprachverbreitung. Sprachkontakte",""
"2","MO 200","Grammatik",""
"2","MO 250","Sprachsoziologie",""
"2","MO 300","Dialekte",""
"2","MO 350","Psycholinguistik",""
"2","MO 400-","Angewandte Sprachwissenschaft",""
"3","MO 400","Allgemeines",""
"3","MO 410","Rhetorik",""
"3","MO 420","Stilistik",""
"3","MO 430","Übersetzung",""
"3","MO 440","Didaktik",""
"3","MO 445","Sprachlehrbücher",""
"2","MO 600-","Literaturgeschichte",""
"3","MO 600","Allgemeines",""
"3","MO 630","Geschichte der regionalen Literaturen",""
"3","MO 650","Beziehungen zu anderen Literaturen",""
"3","MO 700","Einzelne Richtungen, Stile, Schulen",""
"3","MO 730","Ethnische Minderheiten in den Literaturen",""
"3","MO 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MO 750","Einzelne Themen, Stoffe, Motive",""
"3","MO 800-","Einzelne Gattungen",""
"4","MO 800","Allgemeines. Gattungsübergreifendes",""
"4","MO 820","Lyrik",""
"4","MO 840","Dramatik",""
"4","MO 860","Epik",""
"4","MO 890","Sonstige Gattungen und Formen",""
"2","MO 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MO 950-","Anthologien. Textsammlungen",""
"3","MO 950","Allgemeine Sammlungen",""
"3","MO 960","Sammlungen nach einzelnen Regionen",""
"3","MO 970","Thematische Sammlungen",""
"3","MO 980-","Sammlungen nach Gattungen und Formen",""
"4","MO 980","Lyrik",""
"4","MO 985","Dramatik",""
"4","MO 990","Epik",""
"4","MO 995","Sonstige",""
"1","MQ","Arabische Sprachen und Literaturen",""
"2","MQ 10","Handbücher",""
"2","MQ 20","Spezielle Bibliographien",""
"2","MQ 25","Forschungsdokumentationen",""
"2","MQ 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MQ 35","Zeitschriften",""
"2","MQ 40","Gesamtdarstellungen",""
"2","MQ 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MQ 80","Textkritik. Interpretationssammlungen",""
"2","MQ 90","Quellentexte. Sprachdenkmäler",""
"2","MQ 100","Sprachgeschichte",""
"2","MQ 150","Sprachverbreitung. Sprachkontakte",""
"2","MQ 200","Grammatik",""
"2","MQ 250","Sprachsoziologie",""
"2","MQ 300","Dialekte",""
"2","MQ 350","Psycholinguistik",""
"2","MQ 400-","Angewandte Sprachwissenschaft",""
"3","MQ 400","Allgemeines",""
"3","MQ 410","Rhetorik",""
"3","MQ 420","Stilistik",""
"3","MQ 430","Übersetzung",""
"3","MQ 440","Didaktik",""
"3","MQ 445","Sprachlehrbücher",""
"2","MQ 600-","Literaturgeschichte",""
"3","MQ 600","Allgemeines",""
"3","MQ 630","Geschichte der regionalen Literaturen",""
"3","MQ 650","Beziehungen zu anderen Literaturen",""
"3","MQ 700","Einzelne Richtungen, Stile, Schulen",""
"3","MQ 730","Ethnische Minderheiten in den Literaturen",""
"3","MQ 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MQ 750","Einzelne Themen, Stoffe, Motive",""
"3","MQ 800-","Einzelne Gattungen",""
"4","MQ 800","Allgemeines. Gattungsübergreifendes",""
"4","MQ 820","Lyrik",""
"4","MQ 840","Dramatik",""
"4","MQ 860","Epik",""
"4","MQ 890","Sonstige Gattungen und Formen",""
"2","MQ 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MQ 950-","Anthologien. Textsammlungen",""
"3","MQ 950","Allgemeine Sammlungen",""
"3","MQ 960","Sammlungen nach einzelnen Regionen",""
"3","MQ 970","Thematische Sammlungen",""
"3","MQ 980-","Sammlungen nach Gattungen und Formen",""
"4","MQ 980","Lyrik",""
"4","MQ 985","Dramatik",""
"4","MQ 990","Epik",""
"4","MQ 995","Sonstige",""
"1","MR","Hebräische/Israelische Sprache und Literatur",""
"2","MR 10","Handbücher",""
"2","MR 20","Spezielle Bibliographien",""
"2","MR 25","Forschungsdokumentationen",""
"2","MR 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MR 35","Zeitschriften",""
"2","MR 40","Gesamtdarstellungen",""
"2","MR 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MR 80","Textkritik. Interpretationssammlungen",""
"2","MR 90","Quellentexte. Sprachdenkmäler",""
"2","MR 100","Sprachgeschichte",""
"2","MR 150","Sprachverbreitung. Sprachkontakte",""
"2","MR 200","Grammatik",""
"2","MR 250","Sprachsoziologie",""
"2","MR 300","Dialekte",""
"2","MR 350","Psycholinguistik",""
"2","MR 400-","Angewandte Sprachwissenschaft",""
"3","MR 400","Allgemeines",""
"3","MR 410","Rhetorik",""
"3","MR 420","Stilistik",""
"3","MR 430","Übersetzung",""
"3","MR 440","Didaktik",""
"3","MR 445","Sprachlehrbücher",""
"2","MR 600-","Literaturgeschichte",""
"3","MR 600","Allgemeines",""
"3","MR 630","Geschichte der regionalen Literaturen",""
"3","MR 650","Beziehungen zu anderen Literaturen",""
"3","MR 700","Einzelne Richtungen, Stile, Schulen",""
"3","MR 730","Ethnische Minderheiten in den Literaturen",""
"3","MR 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MR 750","Einzelne Themen, Stoffe, Motive",""
"3","MR 800-","Einzelne Gattungen",""
"4","MR 800","Allgemeines. Gattungsübergreifendes",""
"4","MR 820","Lyrik",""
"4","MR 840","Dramatik",""
"4","MR 860","Epik",""
"4","MR 890","Sonstige Gattungen und Formen",""
"2","MR 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MR 950-","Anthologien. Textsammlungen",""
"3","MR 950","Allgemeine Sammlungen",""
"3","MR 960","Sammlungen nach einzelnen Regionen",""
"3","MR 970","Thematische Sammlungen",""
"3","MR 980-","Sammlungen nach Gattungen und Formen",""
"4","MR 980","Lyrik",""
"4","MR 985","Dramatik",""
"4","MR 990","Epik",""
"4","MR 995","Sonstige",""
"1","MS","Afrikanische Sprachen und Literaturen",""
"2","MS 10","Handbücher",""
"2","MS 20","Spezielle Bibliographien",""
"2","MS 25","Forschungsdokumentationen",""
"2","MS 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MS 35","Zeitschriften",""
"2","MS 40","Gesamtdarstellungen",""
"2","MS 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MS 80","Textkritik. Interpretationssammlungen",""
"2","MS 90","Quellentexte. Sprachdenkmäler",""
"2","MS 100","Sprachgeschichte",""
"2","MS 150","Sprachverbreitung. Sprachkontakte",""
"2","MS 200","Grammatik",""
"2","MS 250","Sprachsoziologie",""
"2","MS 300","Dialekte",""
"2","MS 350","Psycholinguistik",""
"2","MS 400-","Angewandte Sprachwissenschaft",""
"3","MS 400","Allgemeines",""
"3","MS 410","Rhetorik",""
"3","MS 420","Stilistik",""
"3","MS 430","Übersetzung",""
"3","MS 440","Didaktik",""
"3","MS 445","Sprachlehrbücher",""
"2","MS 600-","Literaturgeschichte",""
"3","MS 600","Allgemeines",""
"3","MS 630","Geschichte der regionalen Literaturen",""
"3","MS 650","Beziehungen zu anderen Literaturen",""
"3","MS 700","Einzelne Richtungen, Stile, Schulen",""
"3","MS 730","Ethnische Minderheiten in den Literaturen",""
"3","MS 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MS 750","Einzelne Themen, Stoffe, Motive",""
"3","MS 800-","Einzelne Gattungen",""
"4","MS 800","Allgemeines. Gattungsübergreifendes",""
"4","MS 820","Lyrik",""
"4","MS 840","Dramatik",""
"4","MS 860","Epik",""
"4","MS 890","Sonstige Gattungen und Formen",""
"2","MS 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MS 950-","Anthologien. Textsammlungen",""
"3","MS 950","Allgemeine Sammlungen",""
"3","MS 960","Sammlungen nach einzelnen Regionen",""
"3","MS 970","Thematische Sammlungen",""
"3","MS 980-","Sammlungen nach Gattungen und Formen",""
"4","MS 980","Lyrik",""
"4","MS 985","Dramatik",""
"4","MS 990","Epik",""
"4","MS 995","Sonstige.",""
"1","MT","Altamerikanische Sprachen und Literaturen",""
"2","MT 10","Handbücher",""
"2","MT 20","Spezielle Bibliographien",""
"2","MT 25","Forschungsdokumentationen",""
"2","MT 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MT 35","Zeitschriften",""
"2","MT 40","Gesamtdarstellungen",""
"2","MT 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MT 80","Textkritik. Interpretationssammlungen",""
"2","MT 90","Quellentexte. Sprachdenkmäler",""
"2","MT 100","Sprachgeschichte",""
"2","MT 150","Sprachverbreitung. Sprachkontakte",""
"2","MT 200","Grammatik",""
"2","MT 250","Sprachsoziologie",""
"2","MT 300","Dialekte",""
"2","MT 350","Psycholinguistik",""
"2","MT 400-","Angewandte Sprachwissenschaft",""
"3","MT 400","Allgemeines",""
"3","MT 410","Rhetorik",""
"3","MT 420","Stilistik",""
"3","MT 430","Übersetzung",""
"3","MT 440","Didaktik",""
"3","MT 445","Sprachlehrbücher",""
"2","MT 600-","Literaturgeschichte",""
"3","MT 600","Allgemeines",""
"3","MT 630","Geschichte der regionalen Literaturen",""
"3","MT 650","Beziehungen zu anderen Literaturen",""
"3","MT 700","Einzelne Richtungen, Stile, Schulen",""
"3","MT 730","Ethnische Minderheiten in den Literaturen",""
"3","MT 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MT 750","Einzelne Themen, Stoffe, Motive",""
"3","MT 800-","Einzelne Gattungen",""
"4","MT 800","Allgemeines. Gattungsübergreifendes",""
"4","MT 820","Lyrik",""
"4","MT 840","Dramatik",""
"4","MT 860","Epik",""
"4","MT 890","Sonstige Gattungen und Formen",""
"2","MT 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MT 950-","Anthologien. Textsammlungen",""
"3","MT 950","Allgemeine Sammlungen",""
"3","MT 960","Sammlungen nach einzelnen Regionen",""
"3","MT 970","Thematische Sammlungen",""
"3","MT 980","Sammlungen nach Gattungen und Formen",""
"1","MU","Altaustralische Sprachen und Literaturen",""
"2","MU 10","Handbücher",""
"2","MU 20","Spezielle Bibliographien",""
"2","MU 25","Forschungsdokumentationen",""
"2","MU 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","MU 35","Zeitschriften",""
"2","MU 40","Gesamtdarstellungen",""
"2","MU 50","Einführungen. Lehrbücher. Wörterbücher",""
"2","MU 80","Textkritik. Interpretationssammlungen",""
"2","MU 90","Quellentexte. Sprachdenkmäler",""
"2","MU 100","Sprachgeschichte",""
"2","MU 150","Sprachverbreitung. Sprachkontakte",""
"2","MU 200","Grammatik",""
"2","MU 250","Sprachsoziologie",""
"2","MU 300","Dialekte",""
"2","MU 350","Psycholinguistik",""
"2","MU 400-","Angewandte Sprachwissenschaft",""
"3","MU 400","Allgemeines",""
"3","MU 410","Rhetorik",""
"3","MU 420","Stilistik",""
"3","MU 430","Übersetzung",""
"3","MU 440","Didaktik",""
"3","MU 445","Sprachlehrbücher",""
"2","MU 600-","Literaturgeschichte",""
"3","MU 600","Allgemeines",""
"3","MU 630","Geschichte der regionalen Literaturen",""
"3","MU 650","Beziehungen zu anderen Literaturen",""
"3","MU 700","Einzelne Richtungen, Stile, Schulen",""
"3","MU 730","Ethnische Minderheiten in den Literaturen",""
"3","MU 740","Schreibende Frauen und Frauen in der Literatur",""
"3","MU 750","Einzelne Themen, Stoffe, Motive",""
"3","MU 800-","Einzelne Gattungen",""
"4","MU 800","Allgemeines. Gattungsübergreifendes",""
"4","MU 820","Lyrik",""
"4","MU 840","Dramatik",""
"4","MU 860","Epik",""
"4","MU 890","Sonstige Gattungen und Formen",""
"2","MU 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","MU 950-","Anthologien. Textsammlungen",""
"3","MU 950","Allgemeine Sammlungen",""
"3","MU 960","Sammlungen nach einzelnen Regionen",""
"3","MU 970","Thematische Sammlungen",""
"3","MU 980","Sammlungen nach Gattungen und Formen",""
"1","MV","Indische Sprachen und Literaturen",""
